11510		320		0.1
11608		340		0.1
11461		360		0.2
11811		380		0.2
11879		400		0.2
11809		420		0.2
11905		440		0.2
11880		460		0.2
11945		480		0.3
11868		500		0.3
11899		520		0.4
11938		540		0.4
11884		560		0.4
12140		580		0.5
12020		600		0.5
12134		620		0.5
12071		640		0.6
12399		660		0.6
12524		680		0.6
12618		700		0.7
